1,1.5327319251710658,0.5865,0.9744
2,0.6070867247339908,0.9223,0.997
3,0.18672552324499425,0.9348,0.9975
4,0.11036800494557636,0.938,0.9977
5,0.08842229891392016,0.9394,0.9977
6,0.08016960789296454,0.94,0.9977
7,0.07511842719338896,0.942,0.9978
8,0.07262628109513426,0.9433,0.9979
9,0.07048555306472859,0.9445,0.9979
10,0.07028208594265963,0.9443,0.9979
11,0.06947568174280372,0.9448,0.9979
12,0.06865667484954913,0.9459,0.998
13,0.06996918098954354,0.9448,0.9979
14,0.06894758777189637,0.9452,0.9979
15,0.06689211360534295,0.9474,0.998
16,0.0666315721005492,0.9476,0.998
17,0.06653655547010492,0.9477,0.998
18,0.06617064718390532,0.9479,0.998
19,0.06591007663429946,0.9483,0.9981
20,0.06619455479604289,0.9479,0.998
21,0.06541199131264328,0.9486,0.9981
22,0.06774999209599243,0.9454,0.998
23,0.06511128474608022,0.9489,0.9981
24,0.06361969454800269,0.9503,0.9981
25,0.06427369156234941,0.9498,0.9981
26,0.06402356571499725,0.9502,0.9981
27,0.06362317041377212,0.9503,0.9981
28,0.06305676330436115,0.9509,0.9982
29,0.06325897933982708,0.9507,0.9982
30,0.06232260524043632,0.9513,0.9982
31,0.06211053629076332,0.9517,0.9982
32,0.06230865706609235,0.9514,0.9982
33,0.06150327297835546,0.9524,0.9982
34,0.06103665463387717,0.953,0.9982
35,0.06101006362716924,0.9528,0.9982
36,0.060420277939647604,0.9535,0.9983
37,0.060832468196127074,0.9528,0.9982
38,0.05971459434354745,0.9542,0.9983
39,0.05939364426413909,0.9546,0.9983
40,0.059183922379659,0.9547,0.9983
41,0.05908013015731256,0.955,0.9983
42,0.05868122497350393,0.9554,0.9983
43,0.05859918418161384,0.9554,0.9983
44,0.05790140025815758,0.9561,0.9984
45,0.05778157698576829,0.9563,0.9984
46,0.05777774475162076,0.9565,0.9984
47,0.0574050491680923,0.9569,0.9984
48,0.057557498196964894,0.9566,0.9984
49,0.05676563649534307,0.9577,0.9984
50,0.057618731054319146,0.9562,0.9984
